source,source_name,target,target_name,share,via
1810,和成,Tech/Medical,Precision Ceramic Clients (精密陶瓷),約 1-2% (精陶),"半導體構件, 牙科陶瓷"
1810,和成,Local,Kitchenware Clients (廚具),約 3-5% (廚具),系統廚具
1810,和成,Product,Electronic Bidet Clients (免治馬桶),約 15-20% (產品別),免治馬桶座 (高單價)
1810,和成,Local,System Furniture (系統櫃),約 1-2% (其他),"陶板廚具, 櫥櫃"
1810,和成,Priv.,Others (其他),約 1% (其他),其他
1815,富喬,2383,台光電,約 15-20% (CCL),高階玻纖布 (AI/HPC應用)
1815,富喬,3044,健鼎,,工業/電子玻纖布
1815,富喬,5340,建榮,,玻纖紗 (部分合作)
1815,富喬,5475,德宏,,玻纖紗/電子級紗
1815,富喬,6213,聯茂,約 10-15% (CCL),玻纖布 (網通/伺服器)
1815,富喬,6274,台燿,約 5-8% (CCL),玻纖布 (High Speed)
1815,富喬,EMC/ITEQ,Taiwan CCL Makers (台灣銅箔基板廠),約 45-50% (內銷),電子級玻纖布 (Low Dk/AI伺服器)
1815,富喬,Global,Industrial Yarn Clients (工業級紗),約 20-25% (紗),工業級玻纖紗 (建材/航太/汽車)
1815,富喬,US/EU,Export Markets (外銷 - 玻纖紗),約 15-20% (紗),電子/工業級玻纖紗
1815,富喬,Shengyi,China CCL Makers (大陸銅箔基板廠),約 5-10% (外銷),玻纖布
1815,富喬,Supply Chain,Auto Electronics (車用電子),約 5-8% (應用別),車用玻纖布
1815,富喬,Industry,Building Materials (建材),約 3-5% (應用別),防火/補強材料
1815,富喬,Priv.,Others (其他),約 1-2% (其他),下腳料等
1903,士紙,Local,Tenants/Leasing (租賃客戶),約 49-50% (租賃),辦公室/土地租賃 (士林/永安)
1903,士紙,POYA/Cosmed,Consumer Retail Channels (零售通路),約 15-18% (商品),"獅子寶寶濕紙巾, 氧顏森活面膜"
1903,士紙,Hotel,Sunlight Hotel Guests (旅館房客),約 22-23% (旅館),客房服務 (陽光士林珮柏旅館)
1903,士紙,Momo/Shopee,Online Channels (電商通路),約 5-8% (商品),消費性產品 (Direct to Consumer)
1903,士紙,Global,Exports (外銷),約 1-2% (商品),保養品/面膜
1903,士紙,B2B,Corporate Gifts (企業禮贈),約 2-3% (商品),禮盒/防疫組合
1903,士紙,Local,Baby Stores (婦嬰用品店),約 2-3% (商品),獅子寶寶系列
1903,士紙,Legacy,Industrial Paper Users (工紙客戶),約 0-1% (紙業),特殊紙管 (業務縮減中)
1903,士紙,Project,Asset Development (資產開發),約 0% (潛力),都市更新案 (未來營收)
1903,士紙,Priv.,Others (其他),約 1% (其他),其他
1904,正隆,9904,寶成,,鞋盒/紙箱 (東莞正隆)
1904,正隆,Electronics/FMCG,Corrugated Box Clients (紙器客戶),約 45-48% (紙器),瓦楞紙箱 (電子/多樣化商品)
1904,正隆,Paper Converters,Industrial Paper Sales (工紙銷售),約 35-38% (工紙),"裱面紙板, 瓦楞芯紙"
1904,正隆,Spring Breeze,Household Paper (家庭用紙),約 12-15% (家紙),春風衛生紙 (自有品牌)
1904,正隆,VN Operations,Vietnam Market (越南市場),約 15-18% (區域),"工紙, 紙器 (在地化生產)"
1904,正隆,CN Operations,China Market (中國市場),約 10-12% (區域),紙器 (營運調整中)
1904,正隆,Nike,Nike (Not Direct Supplier),0% (非直接),鞋盒主要由鞋廠採購 (如豐泰)
1904,正隆,Apple,Apple (Removed),0% (已移除),2020年起已移除供應鏈
1904,正隆,Momo/PChome,E-commerce Logistics (電商物流),約 5-8% (紙器),物流紙箱
1904,正隆,Local Agri,Fruit/Agri Packaging (蔬果包裝),約 3-5% (紙器),果菜紙箱
1904,正隆,Priv.,Others (其他),約 1-2% (其他),其他紙製品
1905,華紙,1907,永豐餘,約 10-12% (紙漿),短纖紙漿 (供應永豐餘)
1905,華紙,Publishers,Cultural Paper Clients (文化用紙),約 35-40% (紙張),"道林紙, 雜誌紙 (出版/印刷)"
1905,華紙,Label/Ind.,Specialty Paper Clients (特殊用紙),約 20-25% (紙張),"標籤紙, 美紋紙, 醫療滅菌紙"
1905,華紙,Packaging,Paperboard Clients (紙板),約 19-20% (紙板),白紙板 (包裝盒)
1905,華紙,Global/Local,Pulp Sales - External (外售紙漿),約 5-8% (紙漿),紙漿外銷
1905,華紙,Food/Retail,Green Packaging (綠色包裝),約 3-5% (特殊紙),非塑紙容器 (益利系列)
1905,華紙,VN Ops,Vietnam Market (越南市場),約 5-8% (區域),紙製品
1905,華紙,Carbon Ex.,Carbon Trading (碳權交易),約 0-1% (潛力),林業碳匯 (未來資產)
1905,華紙,Agri,Fertilizer/Chemicals (肥料/化工),約 1-2% (副產品),"鉀肥, 土壤改良劑"
1905,華紙,Priv.,Others (其他),約 1-2% (其他),其他
1907,永豐餘,1905,華紙,,"營運資源, 策略整合"
1907,永豐餘,B2B,Industrial Packaging Clients (工紙客戶),約 42-45% (工紙),"瓦楞紙箱, 工業用紙 (包裝)"
1907,永豐餘,1905/Global,Forest/Pulp Market (林漿紙市場),約 25-27% (林漿紙),"紙漿, 文化用紙, 特殊紙"
1907,永豐餘,PX Mart/7-11,Retail Channels (零售通路),約 10-12% (消費品),"五月花, 得意衛生紙"
1907,永豐餘,Momo/PChome,E-commerce Channels (電商通路),約 2-4% (消費品),"衛生紙, 橘子工坊清潔劑"
1907,永豐餘,YFY Invest,Investment/Others (投資/其他),約 15-17% (其他),"RFID (永道), 生技, 創投"
1907,永豐餘,VN Ops,Vietnam Market (越南市場),約 10-12% (區域),"工紙, 紙箱 (在地化生產)"
1907,永豐餘,CN Ops,China Market (中國市場),約 15-20% (區域),"工紙, 消費品 (揚州廠/昆山廠)"
1907,永豐餘,Subsidiaries,Bio-related Clients (生技客戶),約 1-2% (其他),"有機農業, 醫療耗材"
1907,永豐餘,Taipower,Energy Clients (能源客戶),約 1% (能源),綠電銷售 (沼氣/生質能)
1907,永豐餘,Priv.,Others (其他),約 1-2% (其他),與其他轉投資收益
1909,榮成,CN Ops,China Packaging Market (中國包裝市場),約 75-80% (區域),"牛皮箱紙板, 瓦楞芯紙"
1909,榮成,TW Ops,Taiwan Packaging Market (台灣包裝市場),約 20-25% (區域),"工紙, 瓦楞紙箱 (神岡/二林)"
1909,榮成,Alibaba/JD,E-commerce Logistics (電商物流),約 25-30% (應用),網購紙箱
1909,榮成,TingHsin,Food/Beverage Industry (食品飲料),約 15-20% (應用),食品包裝箱
1909,榮成,Foxconn,Electronics Packaging (電子包裝),約 10-15% (應用),電子產品外箱
1909,榮成,Central CN,Hubei Plant Clients (湖北廠客戶),約 20-25% (廠區),工紙 (華中市場)
1909,榮成,East CN,Zhejiang Plant Clients (浙江廠客戶),約 25-30% (廠區),工紙 (華東市場)
1909,榮成,East CN,Wuxi Plant Clients (無錫廠客戶),約 10-15% (廠區),工紙 (長三角)
1909,榮成,Eco-friendly,Green Packaging (綠色包裝),約 5-10% (趨勢),輕量化紙箱
1909,榮成,Priv.,Others (其他),約 1-2% (其他),其他
2002,中鋼,1102,亞泥,,爐石粉 (替代原料)
2002,中鋼,1504,東元,,矽鋼片 (馬達核心)
2002,中鋼,1590,亞德客-KY,,"碳鋼, 不鏽鋼 (活塞桿用)"
2002,中鋼,1723,中碳,,"煤焦油, 粗輕油 (煉焦副產品)"
2002,中鋼,2008,高興昌,,熱軋鋼捲 (主要原料)
2002,中鋼,2031,新光鋼,,熱軋/冷軋/鋼板 (戰略夥伴)
2002,中鋼,2049,上銀,,"棒鋼, 特殊鋼"
2002,中鋼,2201,裕隆,,汽車鋼板 (車體)
2002,中鋼,2204,中華,,汽車鋼板 (車體/大樑)
2002,中鋼,2208,台船,,造船鋼板 (主要供應商)
2002,中鋼,2236,百達-KY,,鋼材 (台灣廠)
2002,中鋼,2301,光寶科,,"矽鋼片, 金屬材"
2002,中鋼,2308,台達電,,矽鋼片 (馬達/變壓器用)
2002,中鋼,2371,大同,,矽鋼片 (變壓器鐵心)
2002,中鋼,2501,國建,,建築鋼筋/鋼構
2002,中鋼,3013,晟銘電,,鋼材/鋁材
2002,中鋼,3017,奇鋐,,"鋼材, 鋁材"
2002,中鋼,3032,偉訓,,鋼材/鍍鋅鋼板
2002,中鋼,4532,瑞智,,電磁鋼片/馬達材料
2002,中鋼,4545,銘鈺,,冷軋鋼板/鍍鋅鋼板
2002,中鋼,5243,乙盛-KY,,冷軋/熱軋鋼捲
2002,中鋼,5306,桂盟,,盤元/鋼材
2002,中鋼,5465,富驊,,冷軋鋼板/鍍鋅鋼板
2002,中鋼,5522,遠雄,,建築鋼筋
2002,中鋼,6117,迎廣,,冷軋鋼板/鍍鋅鋼板
2002,中鋼,8210,勤誠,,鋼材/鍍鋅鋼板
2002,中鋼,8349,恒耀,,盤元/線材
2002,中鋼,9911,櫻花,,冷軋鋼板/不鏽鋼板 (熱水器殼)
2002,中鋼,9958,世紀鋼,,厚鋼板/H型鋼
2002,中鋼,Local Cluster,Screw & Nut Industry (螺絲螺帽業),約 20-22% (棒線),"棒線, 盤元 (扣件王國)"
2002,中鋼,Public/Private,Construction/Steel Structure (營建鋼構),約 18-20% (鋼板/H型鋼),"鋼板, 結構鋼 (SM570)"
2002,中鋼,Tesla/Local,Automotive Industry (汽車業),約 10-12% (車用),"電磁鋼片 (馬達), 車體鋼板"
2002,中鋼,Local Cluster,Hand Tool Industry (手工具業),約 8-10% (棒線),"棒鋼, 特殊合金鋼"
2002,中鋼,Local,General Machinery (一般機械),約 10-15% (板材),熱軋/冷軋鋼板
2002,中鋼,OEMs,Computers/Appliances (電腦家電),約 5-8% (鍍鋅),電鍍鋅鋼捲 (機殼)
2002,中鋼,Vietnam/Others,Export - Southeast Asia (外銷-東南亞),約 15-20% (區域),各類鋼材 (中鋼住金越南)
2002,中鋼,CSBC,Shipbuilding/Defense (造船國防),約 2-3% (鋼板),"船板, 抗彈鋼板 (潛艦/雲豹)"
2002,中鋼,EV Makers,Motor Core Consumers (馬達鐵芯),約 5-6% (精緻鋼),薄頂規電磁鋼片
2002,中鋼,Priv.,Others (其他),約 5-8% (其他),"副產品, 化工品"
2006,東和鋼鐵,5522,遠雄,,鋼筋/H型鋼
2006,東和鋼鐵,5534,長虹,,鋼筋
2006,東和鋼鐵,Local Builders,Construction/Housing (營建/住宅),約 35-40% (鋼筋),鋼筋 (耐震建築)
2006,東和鋼鐵,Tech Cluster,Industrial Plants (科技廠房),約 20-25% (各類),"H型鋼, 鋼構 (AI/半導體廠)"
2006,東和鋼鐵,Government,Public Infrastructure (公共工程),約 15-20% (各類),"鋼筋, H型鋼 (橋樑/建設)"
2006,東和鋼鐵,Developers,Commercial Buildings (商辦大樓),約 10-15% (鋼構),與鋼構工程 (訂單滿載)
2006,東和鋼鐵,Fabricators,Steel Structure Fabrication (鋼構加工),約 5-8% (型鋼),H型鋼 (鋼構廠原料)
2006,東和鋼鐵,Global,Export Markets (外銷),約 5-10% (型鋼),H型鋼 (美/加/紐澳)
2006,東和鋼鐵,Construction,Civil Engineering (土木工程),約 5-10% (鋼筋),竹節鋼筋
2006,東和鋼鐵,Energy,Green Energy Projects (綠能工程),約 2-3% (鋼構),風電/太陽能支架鋼材
2006,東和鋼鐵,Distributors,General Distribution (一般經銷),約 5-8% (零售),各類鋼材
2006,東和鋼鐵,Priv.,Others (其他),約 1-2% (其他),廢棄物處理收益等
2008,高興昌,Local,Domestic Construction (國內營建),約 45-50% (鍍鋅管),鍍鋅鋼管 (消防/水電)
2008,高興昌,Foundries,Tech Plant Expansion (科技廠房),約 25-30% (鍍鋅管),鍍鋅鋼管 (擴建工程)
2008,高興昌,Export,API Pipe Clients (石油管客戶),約 5-8% (API管),API石油管 (外銷美/中東)
2008,高興昌,Distributors,General Piping (一般配管),約 10-15% (黑管),黑鋼管 (結構/配管)
2008,高興昌,Service,Logistics Services (物流服務),約 3-4% (物流),倉儲物流
2008,高興昌,Recyclers,Scrap Sales (下腳料),約 1-2% (其他),鐵廢料
2008,高興昌,Suspended,Cold Rolled Coil Clients (冷軋),0% (停產),冷軋鋼捲 (2012起停產)
2008,高興昌,Project,Steel Piling Clients (鋼管樁),約 0-1% (專案),鋼管樁
2008,高興昌,Region,Southeast Asia Export (東南亞),約 1-2% (外銷),一般鋼管
2008,高興昌,Priv.,Others (其他),約 1-2% (其他),租賃/其他
2009,第一銅,2460,建通,,銅片/銅捲 (關聯)
2009,第一銅,3017,奇鋐,,銅片
2009,第一銅,3533,嘉澤,,銅帶/端子銅材 (第一銅)
2009,第一銅,Lead Frames,Semiconductor Industry (半導體),約 30.2% (應用),導線架銅材 (IC封裝)
2009,第一銅,Tie 1 Auto,Automotive Connectors (車用連接器),約 20.5% (應用),端子銅帶 (電動車/傳統車)
2009,第一銅,Thermal,Heat Sink/Spreaders (均熱片/散熱),約 18.5% (應用),散熱銅片 (伺服器/電子)
2009,第一銅,Components,General Electronics (一般電子),約 10-15% (應用),開關/插座/USB端子
2009,第一銅,Defense,Military Industry (兵工),約 6.5% (應用),彈殼/彈鏈抗拉銅材
2009,第一銅,Construction,Construction/Decoration (建築裝潢),約 5-8% (應用),建築銅板/裝飾材
2009,第一銅,China/SE Asia,Export Markets (外銷),約 15-20% (區域),高性能銅合金
2009,第一銅,Mint,Coinage Materials (製幣),約 1-2% (應用),錢幣銅材 (不定時)
2009,第一銅,EV Parts,EV Busbars (電動車匯流排),約 2-3% (趨勢),高導電銅材
2009,第一銅,Priv.,Others (其他),約 2-5% (其他),其他
2027,大成鋼,RS,Distributors - Reliance (主要盤商),約 12% (各類),"鋁捲板, 不鏽鋼, 扣件"
2027,大成鋼,Ryerson/Alro,Other Distributors (其他分銷商),約 30-35% (各類),工業用金屬建材
2027,大成鋼,US Ind.,Aluminum Market (鋁捲板市場),約 38-40% (產品),工業用鋁捲板 (車用/建材)
2027,大成鋼,US Ind.,Stainless Steel Market (不鏽鋼市場),約 37-38% (產品),不鏽鋼管/板/捲
2027,大成鋼,BBI,Fasteners - BBI (扣件通路),約 22-23% (產品),螺絲螺帽 (工業用)
2027,大成鋼,General,Industrial Manufacturing (工業製造),約 10-15% (應用),機械設備零組件
2027,大成鋼,Builders,Construction Industry (營建業),約 5-10% (應用),結構用鋁/不鏽鋼
2027,大成鋼,Tier 1,Automotive Sector (車用),約 2-5% (潛力),鋁合金車體材料
2027,大成鋼,API,Oil & Gas (油氣產業),約 2-3% (應用),不鏽鋼管件
2027,大成鋼,Priv.,Others (其他),約 1-2% (其他),其他金屬製品
2031,新光鋼,9958,世紀鋼,,鋼板裁切/物流
2031,新光鋼,Gov/Builders,Construction/Infrastructure (公共工程),約 30-35% (鋼板/型鋼),橋樑/建築結構 (淡江大橋)
2031,新光鋼,Solar Farms,Green Energy - Solar (太陽能),約 15-20% (綠能),太陽能支架 (耐腐蝕鋼材)
2031,新光鋼,Equipment,Machinery Industry (機械製造),約 15-20% (裁剪),機械零組件鋼材
2031,新光鋼,Developers,Green Energy - Wind (離岸風電),約 10-12% (綠能),水下基礎樁 (前瞻能源)
2031,新光鋼,Distributors,General Distribution (一般經銷),約 10-15% (買賣),各類鋼捲/鋼板
2031,新光鋼,Tier 2,Automotive/Parts (汽機車),約 5-8% (裁剪),車體/零件鋼板
2031,新光鋼,Water Res.,Water/Project Pipes (水利工程),約 5-8% (大口徑),大口徑鋼管 (前瞻計畫)
2031,新光鋼,Logistics,Logistics Services (物流租賃),約 2-3% (服務),物流中心租賃 (新光鋼物流)
2031,新光鋼,Tech,Electronic Plants (科技廠房),約 2-3% (建材),廠房結構鋼材
2031,新光鋼,Priv.,Others (其他),約 1-2% (其他),其他
2049,上銀,2317,鴻海,約 5-8% (自動化),"工業機器人, 自動化產線元件"
2049,上銀,6187,萬潤,,線性滑軌/滾珠螺桿
2049,上銀,TSLA,Tesla (特斯拉),約 2-3% (車用/機器人),"車用滾珠螺桿 (潛在/認證中), 人形機器人元件"
2049,上銀,AMAT/ASML,Semiconductor Equipment (半導體設備廠),約 15-20% (成長最快),"晶圓機器人, EFEM, 精密定位平台"
2049,上銀,DMG Mori,Global Machine Tool Makers (工具機廠),約 15-20% (主要應用),"滾珠螺桿, 線性滑軌 (標準品/高階)"
2049,上銀,Priv.,Chinese Automation Clients,約 5-8% (自動化),"線性模組, 螺桿"
2049,上銀,7203.T,Toyota/Honda (日系車廠),約 3-5% (車用),轉向系統/煞車系統螺桿 (EBS/EPS)
2049,上銀,002008.SZ,Han's Laser (大族雷射),約 2-3% (設備),雷射切割機傳動元件
2049,上銀,300750.SZ,CATL (寧德時代),約 2-3% (電池),鋰電池製程自動化元件
2049,上銀,Priv.,Dexterity (合作夥伴),約 1-2% (AI 機器人),AI 物流機器人 (合作開發)
2049,上銀,Priv.,Medical Clients (醫療),約 1-2% (醫療),"復健機器人, 醫療設備元件"
2049,上銀,2049,上銀,,專用生產設備 (高度垂直整合)
2059,川湖,MSFT,Microsoft (微軟),約 15-20% (估),"Azure 伺服器導軌, AI 伺服器 (Maia)"
2059,川湖,SMCI,Supermicro (美超微),約 2-3% (估),AI/HPC 伺服器導軌
2059,川湖,GOOGL,Google (谷歌),約 10-15% (估),"TPU 伺服器導軌, 資料中心機櫃"
2059,川湖,META,Meta (臉書),約 5-10% (估),OCP 開放架構導軌 (ORV3)
2059,川湖,6669/2382,Server ODMs (Wiwynn/Quanta),約 10-15% (估),通用伺服器導軌 (代工)
2059,川湖,DELL,Dell (戴爾),約 5-8% (估),企業伺服器導軌
2059,川湖,Priv.,Kitchen/Furniture Clients (IKEA),約 10-12% (估),"高階廚具滑軌, 緩衝鉸鏈"
2059,川湖,AMZN,Amazon (亞馬遜),約 25-30% (估),"AI 伺服器導軌 (GPU/ASIC), 理線器 (CMA)"
2059,川湖,HPE,HP Enterprise (惠普),約 3-5% (估),企業伺服器導軌
2059,川湖,NVDA,Nvidia (輝達 - 終端),約 2-5% (估),AI 伺服器機櫃參考設計 (GB200)
2101,南港,Property,Real Estate - World Pearl (世界明珠),約 40-45% (建案),豪宅/商辦銷售 (2024認列)
2101,南港,Distributors,European Market (歐洲市場),約 20-22% (輪胎),"雪地胎, 轎車胎 (AM)"
2101,南港,Distributors,North American Market (北美市場),約 8-10% (輪胎),"休旅車胎, 性能胎 (AM)"
2101,南港,Local Auto,Taiwan Market (台灣內銷),約 6-8% (輪胎),"轎車胎, 機車胎"
2101,南港,Region,Asian Market (亞洲市場),約 5-8% (輪胎),各類輪胎 (日本/中東)
2101,南港,EV Owners,EV Tire Market (電動車胎),約 3-5% (趨勢),低滾阻靜音胎 (AS-3)
2101,南港,Racing Teams,Motorsport/Racing (賽車運動),約 2-3% (利基),競技專用胎 (AR-1)
2101,南港,Region,Central/South America (中南美),約 2-3% (輪胎),一般輪胎
2101,南港,Enthusiasts,Off-Road/SUV (越野休旅),約 2-3% (利基),越野胎 (FT-9)
2101,南港,Priv.,Others (其他),約 1-2% (其他),其他
2104,國際中橡,2105,正新,,碳煙 (含環保碳黑)
2104,國際中橡,Cheng Shin/Nankang,Tire Manufacturers (輪胎製造),約 45-50% (碳黑),輪胎用碳黑 (補強劑)
2104,國際中橡,Orphan Drug,Biotech - Synpac (生技-永光),約 20-25% (權利金),龐貝氏症孤兒藥權利金 (穩定收益)
2104,國際中橡,Industrial,Rubber Goods (橡膠製品),約 10-15% (碳黑),"輸送帶, 油封, 鞋底"
2104,國際中橡,Plastics,Plastics/Masterbatch (塑膠色母),約 5-8% (碳黑),"導電塑膠, 色母粒"
2104,國際中橡,Chemicals,Ink/Coatings (油墨塗料),約 2-3% (特黑),黑色顏料 (高階應用)
2104,國際中橡,Tech,Electronics (電子應用),約 1-2% (導電),導電碳黑 (屏蔽材料)
2104,國際中橡,EV/Battery,Green Energy (綠能應用),約 1-2% (趨勢),導電碳黑 (電池添加劑)
2104,國際中橡,E-One Moli,Battery Materials (電池材料),約 2-3% (電池),能元科技 (電池芯)
2104,國際中橡,Pou Chen,Footwear Industry (製鞋業),約 2-3% (碳黑),鞋底橡膠
2104,國際中橡,Priv.,Others (其他),約 1-2% (其他),其他
2105,正新,2204,中華,,輪胎 (MG/商用車原廠胎)
2105,正新,2207,和泰車,,原廠配胎
2105,正新,2227,裕日車,,原廠配胎
2105,正新,9914,美利達,,輪胎
2105,正新,9921,巨大,,輪胎
2105,正新,Global Dist.,Aftermarket (售後市場 AM),約 70-75% (市場),各類補修輪胎
2105,正新,Toyota/Benz,OE - Auto Makers (原廠配套),約 25-30% (市場),新車配胎 (轎車/休旅)
2105,正新,PCR Market,Passenger Car Tires (轎車胎),約 40.4% (產品),高階轎車胎 (17吋以上)
2105,正新,MC Market,Motorcycle Tires (機車胎),約 18.9% (產品),機車/重機輪胎
2105,正新,TBR Market,Truck/Bus Tires (卡客車胎),約 13.4% (產品),輻射層卡客車胎
2105,正新,Bike Market,Bicycle Tires (自行車胎),約 8-10% (產品),自行車胎 (Maxxis)
2105,正新,Tesla/BMW,EV Tire Market (電動車胎),約 3-5% (趨勢),電動車專用胎 (OE/AM)
2105,正新,CN Region,China Market (中國內銷),約 45-50% (區域),各類輪胎
2105,正新,APAC,Asia Pacific (亞太市場),約 15-20% (區域),雙印市場 (印度/印尼)
2105,正新,Priv.,Others (其他),約 2-5% (其他),內胎/其他
2201,裕隆,2227,裕日車,,車輛代工製造 (苗栗廠)
2201,裕隆,9941,裕融,約 48.35% (金融),"汽車融資, 租賃服務"
2201,裕隆,Yulon Nissan,Nissan Car Buyers (日產車主),約 30.21% (製造),"Sentra, X-Trail, Kicks"
2201,裕隆,Luxgen,Luxgen Buyers (納智捷車主),約 10.76% (品牌),"Luxgen n7 (電動車), U6"
2201,裕隆,Retail,Yulon City Tenants (裕隆城),約 6.41% (資產),商場租金 (誠品/威秀)
2201,裕隆,Aftersales,Service/Parts (維修零件),約 2-3% (服務),"售後維修, 零件銷售"
2201,裕隆,Global,Export Markets (外銷),約 1-2% (製造),成車/零件外銷
2201,裕隆,Energy,Energy Solutions (儲能/充電),約 0-1% (新事業),"充電樁, 儲能系統"
2201,裕隆,Priv.,Others (其他),約 1-2% (其他),其他
2204,中華,MG Taiwan,MG Brand Buyers (MG車主),約 35-41% (品牌),"MG HS, MG ZS (休旅車)"
2204,中華,CMC,Commercial Users - CMC (商用車主),約 30-35% (商用),"Veryca (菱利), Delica (得利卡), Zinger"
2204,中華,Mitsubishi,Mitsubishi Car Buyers (三菱車主),約 10-15% (品牌),"Outlander, Eclipse Cross, Colt Plus"
2204,中華,eMoving,Electric Scooters (eMoving),約 1-2% (電二輪),電動機車 (eMoving)
2204,中華,Global,Export Markets (外銷),約 2-3% (製造),成車/零組件外銷
2204,中華,Aftersales,Parts Sales (售後零件),約 5-8% (服務),維修零件
2204,中華,Partners,OEM Assembly (代工業務),約 1-2% (製造),代工生產
2204,中華,Priv.,Others (其他),約 1-2% (其他),其他
2206,三陽工業,SYM Owners,Taiwan Scooter Market (國內機車),約 40-45% (機車),"Jet SL, MMBCU, 全新迪爵"
2206,三陽工業,Nanyang,Hyundai Car Buyers (現代車主),約 39-40% (汽車),"Tucson L, Custin, Venue, Ioniq (電車)"
2206,三陽工業,Global SYM,Export Markets (機車外銷),約 15-18% (機車),機車/沙灘車 (歐美/東協)
2206,三陽工業,Partners,OEM Manufacturing (代工業務),約 1-2% (製造),"Lambretta, Peugeot (代工)"
2206,三陽工業,Aftersales,Parts Sales (零件銷售),約 2-2.5% (服務),正廠零件 (鼎豪實業)
2206,三陽工業,VMEP,Vietnam Market (越南市場),約 1-2% (機車),國民車 (越南製造)
2206,三陽工業,Aph,Aluminum Battery (鋁電池),約 0-1% (投資),亞福儲能 (未來佈局)
2206,三陽工業,Priv.,Others (其他),約 0-1% (其他),其他
2207,和泰車,9941,裕融,約 7.35% (金融),和潤企業 (汽車分期)
2207,和泰車,Dealers,Toyota Car Buyers (豐田車主),約 40-45% (銷售),"Corolla Cross, RAV4, Town Ace"
2207,和泰車,Dealers,Lexus Car Buyers (凌志車主),約 10-12% (銷售),"Lexus NX, RX, UX (豪華車)"
2207,和泰車,Hotai Leasing,Leasing Clients (租賃客戶),約 12.07% (服務),和運租車 (長租/短租)
2207,和泰車,China/Global,Overseas Dealerships (海外經銷),約 7.04% (銷售),中國豐田經銷 (Lexus/Toyota)
2207,和泰車,Hotai Ins.,Insurance Clients (產險客戶),約 3.61% (保險),和泰產險 (車險/商業險)
2207,和泰車,Commercial,Hino Truck Buyers (日野車主),約 3-4% (商用),3.49噸以上卡客車
2207,和泰車,Carmax,Parts & Accessories (配件),約 5-8% (配件),車美仕配件/維修零件
2207,和泰車,yoxi/iRent,MaaS Services (移動服務),約 1-2% (新創),"共享汽車, 叫車平台"
2207,和泰車,Priv.,Others (其他),約 1-2% (其他),其他
2208,台船,2603,長榮,,貨櫃輪
2208,台船,2609,陽明,,貨櫃輪
2208,台船,2612,中航,,海岬型散裝輪 (21萬噸)
2208,台船,2615,萬海,,8000 TEU甲醇雙燃料貨櫃輪
2208,台船,MND,Taiwan Navy (中華民國海軍),約 40-45% (國艦),"潛艦國造 (IDS), 巡防艦"
2208,台船,CGA,Coast Guard Admin (海巡署),約 20-25% (公務),巡防救難艦 (1000噸/4000噸)
2208,台船,Developers,Offshore Wind (離岸風電),約 12-15% (海工),"水下基礎 (海龍), 環海翡翠輪 (海工)"
2208,台船,Evergreen/YM,Commercial Shipping (商船),約 15-18% (商船),貨櫃輪 (萬海/陽明/長榮)
2208,台船,Service,Ship Repair/Maint. (維修),約 3-5% (服務),"船舶維修, 改裝"
2208,台船,Research,Defense Tech (國防科技),約 1-2% (研發),"無人載具, 突擊艇"
2208,台船,CPC/FPC,Petrochemical (石化運輸),約 1-2% (商船),油輪
2208,台船,Priv.,Others (其他),約 1-2% (其他),其他
2227,裕日車,9941,裕融,,汽車貨源 (Nissan)
2227,裕日車,Dealers,Nissan Car Buyers (日產車主),約 80-82% (品牌),"Kicks (小型休旅), Sentra (轎車), X-Trail"
2227,裕日車,Service,Parts & Service (售後服務),約 14-15% (服務),"維修零件, 原廠保養"
2227,裕日車,Infiniti,Infiniti Buyers (無限車主),約 2-4% (豪華),"QX50, QX55, QX60"
2227,裕日車,Profit,China Investment (中國轉投資),不計入營收 (獲利來源),廣州風神 (東風日產代工)
2227,裕日車,Used Cars,Used Car Trading (中古車),約 0-1% (服務),認證中古車
2227,裕日車,Dealers,Accessories (配件),約 0-1% (配件),選配件
2227,裕日車,Priv.,Others (其他),約 0-1% (其他),其他
2231,為升,SMP/Wells,North American AM Market (北美售後),約 30-35% (TPMS),通用型TPMS感測器
2231,為升,Tier 1,Auto Switches Clients (開關客戶),約 27-30% (開關),"電動窗開關, 頭燈開關"
2231,為升,Distributors,European Market (歐洲市場),約 15-20% (TPMS),TPMS (商用車法規需求)
2231,為升,US OEM,Radar - School Buses (校車雷達),約 5-8% (雷達),77GHz毫米波雷達 (行人偵測)
2231,為升,RV OEM,Radar - RVs/Specialty (露營車),約 3-5% (雷達),盲點偵測/防撞雷達
2231,為升,CN OEM,Chinese Market (中國市場),約 3-5% (雷達),商用車雷達 (法規標配)
2231,為升,Subsidiary,System Integration (系統整合),約 3-5% (專案),安防/交通專案
2231,為升,Priv.,Others (其他),約 2-5% (其他),其他
2233,宇隆,Global,Bosch (博世),約 45-50% (汽車),"引擎噴油嘴零件, 煞車系統零件"
2233,宇隆,Denso/BorgWarner,Automotive Tier 1 (其他車用),約 20-25% (汽車),"GDI系統零件, 變速箱零件"
2233,宇隆,Fox/DT Swiss,Bicycle Components (自行車),約 12% (自行車),"避震器零件, 前叉, 花鼓"
2233,宇隆,NVO,Medical - Novo Nordisk (諾和諾德),約 10% (醫療),胰島素注射筆零件 (核心組件)
2233,宇隆,Global,Industrial Application (工業應用),約 3-4% (工業),"感測器零件, 工業自動化"
